url_hash,url,title,truth
871933d9b84002a7a031b8653a69c999,https://web.archive.org/web/20070105024255/http://www.focusonthefamily.com:80/press/focusvoices/A000000025.cfm,Dr. James Dobson,1
6121ee28bba62994e67793d13832a73b,http://www.youtube.com/watch?v=cN10_6pyshQ,McCain: McSame as Bush,1
a5a99032d57470917218aaf9b82838f3,http://www.youtube.com/watch?v=3gwqEneBKUs,john.he.is,1
c6a391c81d915553c03aea0261629a0a,https://web.archive.org/web/20160325190204/https://www.hillaryclinton.com/speeches/remarks-counterterrorism-stanford-university/,Remarks on counterterrorism at Stanford University,1
5f820317eecf3022915d9916d6b95b3e,https://iqmediacorp.com/ClipPlayer/?ClipID=76bcc57c-2250-4061-8cd2-b2996a9541c2,iQ media Clip Player,1
26f9124ac400d2ba48a99726bf6576c7,http://www.whitehouse.gov/the-press-office/2012/04/17/remarks-president-increasing-oversight-manipulation-oil-markets,Remarks by the President on Increasing Oversight on Manipulation in Oil Markets,1
8f3b8fd79520fa1c11cbd7778eef3992,https://web.archive.org/web/20110223135940/http://www.ryannewman.org:80/discussions_display/id-1025,U.S. Army's Involvement in Motorsports,1
82759c1b61d38b0af5304e100eeac0d2,http://www.unhcr.org/en-us/news/press/2016/9/57c7ed604/un-refugee-agency-welcomes-arrival-10000th-syrian-refugee-resettled-united.html,"UN Refugee Agency welcomes arrival of 10,000th Syrian refugee resettled to United States",1
921b8489ba6c0f12e87afcce0f7bf9c7,http://video.foxnews.com/v/4406890723001/watch-a-replay-of-fox-news-5-pm-presidential-debate/?#sp=show-clips,Watch a replay of Fox News' 5 p.m. presidential debate,1
56639d4506fa5536bb8ab645af660655,https://medium.com/@RepMikeHonda/it-s-time-for-the-senate-to-do-its-job-68c059358667#.kouhtn5gj,It’s Time for the Senate to Do Its Job – Congressman Mike Honda – Medium,1
3a6fedcb524480a732f54356d7a394e0,https://web.archive.org/web/20080619050133/http://www.democracynow.org:80/2008/6/18/ralph_nader_on_barack_obama_it,"Ralph Nader on Barack Obama: ""It is Quite Clear He is a Corporate Candidate from A to Z""",1
f21eacaeae19c5b9953974319e38f4b5,http://www.politifact.com/florida/statements/2015/dec/22/marco-rubio/marco-rubio-says-ted-cruz-voted-defense-cuts-rand-/,Marco Rubio says Ted Cruz voted for defense cuts in Rand Paul's budget proposal,1
01620d419da1e1976d365035ad402a83,https://web.archive.org/web/20070103020730/http://www.cdc.gov:80/nchs/products/pubs/pubd/hestats/prelimbirths05/prelimbirths05.htm,Births: Preliminary Data for 2005,1
f15f8f8938678e9f140ec8558010cf4f,http://pollingreport.com/CongJob.htm,Congress: Job Ratings,1
fc376631facae3675f0cc8321dfbe668,http://www.boston.com/news/politics/articles/2011/11/17/before_leaving_governors_office_in_2006_mitt_romneys_staff_eliminated_e_mail_records/?page=2,"Before leaving governor’s office in 2006, Mitt Romney’s staff eliminated e-mail records",1
e457a6974f2f37b2e7b077f431a834e6,https://www.washingtonpost.com/news/the-fix/wp/2016/02/11/transcript-the-democratic-debate-in-milwaukee-annotated/,"Transcript: The Democratic debate in Milwaukee, annotated",1
15bd68ebcb4d8215b79e3e1f92dddc44,https://web.archive.org/web/20080606124724/http://www.tampabay.com:80/news/politics/state/article607793.ece,"Crist has experience to be vice president, McCain says",1
9280593b2942a6d33f47aef0fb720d14,http://www.nytimes.com/2008/03/03/us/politics/03campaign.html?ref=politics,Strong Words in Ohio as Obama and Clinton Press On,1
1ebd02d4899f52a112e4f8227b7e3465,https://web.archive.org/web/20050322064340/http://www6.lexisnexis.com:80/publisher/EndUser?Action=UserDisplayFullDocument,LexisNexis(R) Publisher,1
67e72851a2d8f02946b6a0f5f2675f9d,https://web.archive.org/web/20091003005639/http://barackobamaexperiment.com:80/posts/1575,“Dictionary” on President Obama’s Health Care Taxes,1
780f763bbbfd9acb62f8ff8dff2c6b9b,http://abcnews.go.com/Politics/memory-lapse-trump-seeks-distance-advisor-past-ties/story?id=34600826,Memory Lapse? Trump Seeks Distance From 'Advisor' With Past Ties to Mafia,1
72ea7ac6974694536203f1aa11f720b8,http://www.bea.gov/national/xls/gdpchg.xls,Gross Domestic Product Percent change from preceding period,1
3f715febb7d55f46d9487f266fc82712,http://www.taxpolicycenter.org/sites/default/files/publication/138781/2001170-who-benefits-from-president-trumps-child-care-proposals.pdf,Who Benefits from President Trump’s Child Care Proposals,1
c5f5799456fa0d46ef5e33be22354c3d,http://my.barackobama.com/page/community/post/samgrahamfelsen/gG59gP,Organizing for Action,1
a2c0ccf22bfb4734f6dcbfc834bd7c49,https://web.archive.org/web/20070513055402/http://www.opensecrets.org/pres08/select.asp?Ind=E01,2008 Presidential Election,1
e40ab61cddfc7689ac650d096b187866,https://web.archive.org/web/20090816153543/http://www.whitehouse.gov:80/blog/The-Return-of-the-Viral-Email,The Return of the Viral Email,1
ad8c1277bd29559ac9896c54cb10d650,http://abcnews.go.com/ThisWeek/week-transcript-rep-paul-ryan/story?id=13502946&singlePage=true,'This Week' Transcript: Rep. Paul Ryan,1
79f37d14f43ed7d12e3686af5085054e,http://www.eia.gov/cfapps/ipdbproject/IEDIndex3.cfm?tid=50&pid=53&aid=1,International Energy Statistics,1
7aed221f5832da98f56e3782e3cd3e25,http://www.youtube.com/watch?v=xcfkmklTgDs,Obama campaign radio ad,1
30c1a47fb9863ccac816dae9134633f6,http://www.globalsecurity.org/military/library/news/2009/03/mil-090327-whitehouse01.htm,Remarks by the President on a New Strategy for Afghanistan and Pakistan,1
6b5adfacd0453e1dc74e7ee911c53a90,https://www.washingtonpost.com/local/they-say-they-arrived-in-the-us-illegally-now-theyre-working-on-trumps-dc-hotel/2015/07/06/9a785116-20ec-11e5-84d5-eb37ee8eaa61_story.html,"At Trump hotel site, immigrant workers wary",1
5c40ad28f62d273ff1e12bca31d2e2f7,http://www.cbo.gov/ftpdocs/106xx/doc10642/10-7-Baucus_letter.pdf,"Preliminary Analysis of the Chairman’s Mark for the America’s Healthy Future Act, as Amended",1
04bc85dfde94fdd86a043ebf21b5c3a5,https://web.archive.org/web/20071020022110/http://action.getourtroopsout.com:80/page/content/candidatesonnoresidualtroops/,Candidate Comparison,1
80be18de732678962015fb6546688c3f,https://politicaladarchive.org/ad/PolAd_HillaryClinton_lul1s/,Political TV Ad Archive » PolAd,1
8005e0f04c41d220381f389bd779c966,http://www.nbcnews.com/video/ted-cruz-full-meet-the-press-interview-643057731924,Ted Cruz' Full 'Meet the Press' Interview,1
c23e44de7e605aa8c1cb4bdbd88e5919,http://www.youtube.com/watch?v=iT-lxXsrgaE,"""New Energy"" Ad",1
fe228f25e00a941844d21ec02dee28a5,http://www.mass.gov/legis/laws/seslaw04/sl040149.htm,Session Law,1
5fd1d14e7e9e38ec6b762a4b043c8abb,http://www.cbsnews.com/htdocs/pdf/FTN_083108.pdf,Interview with Rudy Giuliani,1
9bef93906d2db756f5d11708663093b0,http://abcnews.go.com/print?id=10532649,"'This Week' Transcript: McKay, Napolitano, Salazar and Allen",1
4d767b2fd41dd091625ac9508e63f323,http://query.nytimes.com/gst/fullpage.html?res=9D00E7DE1E39F930A25754C0A960958260,Missing Teen-Ager Found in New Jersey,1
91676189ece56b7f0586b6ff5e4a20ba,https://www.politico.com/story/2018/01/17/full-text-jeff-flake-on-trump-speech-transcript-343246,Full text: Jeff Flake on Trump speech transcript,1
68c144552563f650a9b58710381ad830,http://abcnews.go.com/ThisWeek/week-transcript-biden/story?id=11191222&page=4,'This Week' Transcript: Biden,1
45fc2b5538d0cdcc79763b0f1da0e1a3,https://web.archive.org/web/20070602151138/http://www.foreignaffairs.org:80/20070701faessay86402/mitt-romney/rising-to-a-new-generation-of-global-challenges.html?,Rising to a New Generation of Global Challenges,1
59c80c272b730708232fada46ac8f37e,http://frwebgate.access.gpo.gov/cgi-bin/getdoc.cgi?dbname=111_cong_bills&docid=f:h3200ih.txt.pdf,Browse Congressional Bills,1
b01cedd3fdb71e61ec7efab0dd0771bf,http://www.whitehouse.gov/the-press-office/2011/11/30/remarks-president-american-jobs-act-0,Remarks by the President on the American Jobs Act,1
69e9ddde55c319b18fca0f72d23c7ffa,http://www.cq.com/doc/newsmakertranscripts-4953962?9,remarks in Philadelphia,1
2d3804d72b0775dd77a791d13242f6ca,http://politifact.com/truth-o-meter/statements/2010/feb/04/paul-krugman/krugman-calls-senate-health-care-bill-similar-law-/,Krugman calls Senate health care bill similar to law in Massachusetts,1
7808d57bf912a789ca840c010309a37a,http://www.gao.gov/new.items/d071195.pdf,US Government Accountability Office Report to Congressional Committees,1
529171aab2bf5e7088766c842fbb1adc,http://minnesota.cbslocal.com/2016/07/09/philando-stops/,Philando Castile Had Been Stopped 52 Times By Police,1
bfe134ea84675a1c08d69d49cf42ee55,http://www.ilga.gov/senate/transcripts/strans92/ST033001.pdf,Regular Session Senate Transcript,1
c836abf59627cfe8bc246aa8275c8312,https://web.archive.org/web/20050226122120/http://judiciary.house.gov/legacy/lapierre.htm,05/27/99 Committee on the Judiciary,1
92548446f4d6d18e86b9cbba7712b2e5,http://www.brighthorizons.com/about/aboutbh.aspx,About Bright Horizons Child Care & Family Solutions,1
40f2fdce0b4ed10d0d3764eacf7077f7,http://www.armytimes.com/article/20130923/NEWS05/309230018/No-mid-Oct-paycheck-troops-government-shuts-down-lawmaker-says?odyssey=tab%7Ctopnews%7Ctext%7CNews,No MidOct Paycheck for Troops if Government Shuts Down Lawmaker says,1
6ea00bc83383ed73da14cefedee33027,http://abcnews.go.com/Politics/full-interview-transcript-president-barack-obama/story?id=35203825,Full Interview Transcript: President Barack Obama,1
187b983b4fff52b83b591bc4721127e9,http://www.bea.gov/newsreleases/national/gdp/2010/pdf/gdp3q10_2nd.pdf,National Income and Product Accounts Table 175 Relation of Gross Domestic Product,1
8d9d621b6c7b0bdf5792b7d128aac0df,http://www.facebook.com/notes/sarah-palin/americas-enduring-strength/487510653434,America's Enduring Strength,1
3ff93c52c1f73ba64f82206460674d3a,https://web.archive.org/web/20090425195727/http://republicanleader.house.gov:80/News/DocumentSingle.aspx?DocumentID=123296,Debt Day: A Symbol of Washington’s Arrogant Culture of Borrowing and Spending (Boehner Op-Ed on Townhall.com),1
551f755e14a207aa50f8653bcc8e01da,http://abcnews.go.com/print?id=9818034,'This Week' Transcript: Former Vice President Dick Cheney,1
1c93e87d3ee12d9996c8e62b465980d1,"http://www.foxnews.com/story/0,2933,539893,00.html",Transcript: Blue-Ribbon Panel on Health Care,1
d90e487e8199a01d6a5f3a651cbb3f6d,http://www.cq.com/doc/newsmakertranscripts-4329176,Republican response to President Barack Obamas Weekly radio address,1
540e75451cda3ec3c8094e2256df4b20,http://www.colbertnation.com/the-colbert-report-videos/250350/september-23-2009/capitalism-s-enemy---michael-moore,The Colbert Report,1
18a77d12e36819c19a4127ec08570123,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=105&session=1&vote=00055,U.S. Senate: U.S. Senate Roll Call Votes 105th Congress,1
11abea2ecbf584de596679d1ef83748f,http://elsa.berkeley.edu/~saez/saez-UStopincomes-2007.pdf,Striking it Richer The Evolution of Top Incomes in the United States update with 2007 estimates,1
201a684a5e7d6cbaf058f5a612450e20,http://www.msnbc.msn.com/id/21134540/vp/36687523#36687523,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1
b9dc2c18f0b90a3c868b1005f4f36e30,http://www.popularmechanics.com/space/satellites/a1782/4218443/,China's Space Threat: How Missiles Could Target U.S. Satellites,1
a1f57b994a5288ad5c113872ebdc1a86,http://www.bls.gov/news.release/jolts.htm,Job Openings and Labor Turnover Survey News Release,1
6f2694a6a2b7380d36326dd9e92b5138,http://abcnews.go.com/ThisWeek/week-transcript-goolsbee-brown-corker/story?id=10469580&page=2,"'This Week' Transcript: Goolsbee, Brown & Corker",1
e141ba48e14ea62496ce28205e73f61e,http://www.reuters.com/article/topNews/idUSN0961758520080110,"U.S. considers 3,000 more troops for Afghanistan",1
414651f601e543dd57db57513d86e83e,https://www.washingtonpost.com/news/the-fix/wp/2015/12/19/3rd-democratic-debate-transcript-annotated-who-said-what-and-what-it-meant/?hpid=hp_hp-top-table-main_debateweb-745pm%3Ahomepage%2Fstory,"3rd Democratic debate transcript, annotated: Who said what and what it meant",1
dc0eb625157cbc3c4914d10113ef1d2f,https://www.youtube.com/watch?v=67ubjGrTipk&feature=youtu.be,"Joni Ernst ""Promises"" Ad",1
154b256136e94adf6aad89ffdd55c622,http://www.youtube.com/watch?v=ljVB-tim2Rw,Obama Criticizes McCain on Lobbyists,1
16ba63b94d05a0ffdb66f10127c8c2d0,http://www.motherjones.com/politics/2012/09/secret-video-romney-private-fundraiser,SECRET VIDEO: Romney Tells Millionaire Donors What He REALLY Thinks of Obama Voters,1
cfaec1722780d43cad052e60880659cf,http://www.facebook.com/notes/sarah-palin/peace-through-strength-and-american-pride-vs-enemy-centric-policy/403777543434,Peace Through Strength and American Pride vs. “Enemy-Centric” Policy,1
342a0a0faaccfb51b7596a659151666d,http://abcnews.go.com/Politics/week-transcript-sen-dianne-feinstein-rep-mike-rogers/story?id=19343314#.Ubjcd5z3Nu4,'This Week' Transcript: Sen. Dianne Feinstein and Rep. Mike Rogers,1
5bf737e84098a0cb71020022186ceab6,https://medium.com/@GovGaryJohnson/theres-another-choice-5d1f14b742d5#.gsyzpehxp,There’s another choice – Gov. Gary Johnson – Medium,1
815e9b9f7987233028041eb91c1bf3a5,http://teddeutch.house.gov/news/documentsingle.aspx?DocumentID=344947,Florida Democrats Ask HHS to Protect Floridians from High Insurance Premiums in Marketplace,1
0ebcb1c3b85f5c64cf962150d6bec003,http://www.ohioart.com/etch/,Sale of the Etch A Sketch Brand,1
6e22b1cb9ad5cf8291e5eb19e37c6925,http://edition.cnn.com/2008/POLITICS/10/07/presidential.debate.transcript/,"Transcript of second McCain, Obama debate",1
d2999543f321bc2cf7d9ad22652f795f,https://web.archive.org/web/20080108202709/https://www.mittromney.com/News/Press-Releases/Ad_Remember,"Romney For President Launches New Television Ad, ""Remember""",1
d88fd31dd07fd163a1c27cf974015336,https://web.archive.org/web/20060418144436/http://www.gravel2008.us:80/,Mike Gravel 2008,1
74c4bf6ef506091434e07e636c1f9507,http://www.youtube.com/watch?v=5zrsl8o4ZPo&feature=player_embedded,School kids taught to praise Obama,1
ab5ce7c3b43a66bbf7c69920a08f3968,http://www.cq.com/doc/newsmakertranscripts-4315109,Reps Cummings and Cole Interviewed on MSNBC,1
65bfb4a1bb635b418049e4b0805b9105,http://www.starbulletin.com/news/bulletin/94673904.html,Local News Headlines Hawaii,1
2752c8bfd06a9e15bf60bd1d9a54f0c5,http://www.youtube.com/watch?v=9SAwzrvGjIk&feature=player_profilepage,Michael Bennet for US Senate,1
5bde6bbbc27313708cc6f02351b2a48e,http://www.paul.senate.gov/?p=press_release&id=727,U.S. Senator Rand Paul of Kentucky,1
e3153b94330a53c96860ff11a580a743,http://thomas.loc.gov/cgi-bin/bdquery/z?d109:HR06060:,H.R.6060 - 109th Congress (2005-2006): Department of State Authorities Act of 2006,1
1d143bd59f1e28f88aca0df8a4304ede,http://transcripts.cnn.com/TRANSCRIPTS/0706/05/se.01.html,Transcripts,1
b6639521f39ffc4676940696bd118d67,http://www.nap.edu/catalog.php?record_id=10367#toc,"Care Without Coverage: Too Little, Too Late",1
244afc2b99994b243253a4345b14bdc1,http://www.gpo.gov/fdsys/pkg/BILLS-113s744es/pdf/BILLS-113s744es.pdf,the Border Security Economic Opportunity and Immigration Modernization Act as passed by the Senate,1
8de55221d50ee19f943dfa1cf91b8be3,http://www.youtube.com/watch?v=TuYCknrJZ7A,White and Blue Fund ad,1
b14bdf0ffa01ccad5b9c4320a2f830bf,https://web.archive.org/web/20081006131457/http://www.politifact.com:80/truth-o-meter/mccainpledge/,Pledge of Allegiance E-mail,1
fae04e0b421fc37b51d839a64c55be00,http://www.politifact.com/truth-o-meter/statements/528/,McCain spoke up early,1
8e1f47a51b3979445a7de196830a2235,http://www.politifact.com/truth-o-meter/statements/2012/jul/12/secure-america-now/ad-says-obama-apologized-showed-weakness-iran/,"Ad says Obama apologized, showed weakness on Iran",1
d13dd1da3ab2f3641ea4b3701bad2bcc,http://www.c-span.org/video/?c4546787/hillary-clinton-remarks-national-urban-league-conference,Hillary Clinton Remarks at National Urban League Conference,1
3d1ce02f323b57293e10bde875f3081e,http://www.youtube.com/watch?v=V1YFdGQqJdE&feature=player_embedded,Friend of Israel also woos Palestinians Visiting Obama focuses on Israels right to defend itself,1
73b7df0e8300e81c743032f66084c975,http://edition.cnn.com/TRANSCRIPTS/1304/02/cg.01.html,Transcripts,1
9d8efd221d5453eeecdb8c4b3712aabe,https://web.archive.org/web/20071016102723/http://eia.doe.gov:80/emeu/cabs/Saudi_Arabia/Oil.html,"Saudi Arabia Energy Data, Statistics and Analysis",1
9808c9ae33b96008f554bc82bfbb51ed,http://www.greentechmedia.com/research/ussmi,U.S. Solar Market Insight Report,1
4feb4be62e23dbb4a18ca3f30b7e6130,https://web.archive.org/web/20071016232328/http://frontpagemagazine.com:80/Articles/Read.aspx?GUID=5541E159-6AD5-4CC9-B24D-38374624608C,FrontPage Magazine,1
2c086fa8438e8077e86a89270ef13e58,http://sotu.blogs.cnn.com/2014/12/21/obama-gitmo-inspires-jihadists/,Obama: Gitmo inspires jihadists,1
f3f74caba6767881fe40315507af28d9,http://www.foxnews.com/politics/2009/10/21/raw-data-dick-cheneys-remarks-center-security-policy/,RAW DATA: Dick Cheney's Remarks to the Center for Security Policy,1
a027d5cac684802e4718ca4a003040a1,http://beta.criticalmention.com/app/#clip/view?16261823/token/01fcf225-63fd-4230-87ff-f018e928e80f,Critical Mention,1
5c733e13f2e6333403df98022cf50565,http://www.votesmart.org/speech_detail.php?sc_id=388220&keyword=earmarks&phrase=&contain=,Remarks of Senator Barack Obama An Agenda for MiddleClass Success,1
e98ff53ca4acdde8a4009926f57a9dbd,http://www.forbes.com/2006/04/15/prison-supermax-ross_cx_jr_06slate_0418super.html,Is The End In Sight For Supermax?,1
dfc930edc9d4544c41db0d6ee9f58e03,http://www.msnbc.msn.com/id/35159331/ns/meet_the_press/page/2/,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1
b66d6353dc6f8c73a9ba1752514f0285,http://time.com/4557271/tim-kaine-speech-spanish-arizona/,Tim Kaine's Speech in Spanish at an Arizona Rally: Read Now,1
7f6ca33168f2e41b6569090c576c505e,http://www.bloomberg.com/politics/articles/2016-05-09/trump-s-tough-talk-on-hedge-fund-taxes-doesn-t-match-his-plan,Trump's Tough Talk on Hedge-Fund Taxes Doesn't Match His Plan,1
d0255a3ac45cf439908232e3910326a4,http://crime.chicagotribune.com/chicago/shootings/,Crime in Chicago: Explore your community,1
738d39432a55ad9a3a1ffc2225456c7f,https://web.archive.org/web/20080709210822/http://johnmccain.com/Informing/News/PressReleases/26d74083-c92b-44e9-9600-4e3c30b9a3fb.htm,John McCain for President,1
74b70fb55cd4a3ba34788750f9707d31,http://www.desmoinesregister.com/article/20100324/OPINION01/3250323/1036,Des Moines Register,1
d5521c7257e431af3752c611ef7849f2,https://berniesanders.com/press-release/sanders-supports-gun-safety-bill/,Sanders Supports Gun Safety Bill,1
238462fb76dfdcdab8cb4ef51d28d6b4,http://www.youtube.com/watch?v=D74omWYgv00,"""On and On""",1
e6561897ea4660b93d34e772e0466d34,https://www.sasse.senate.gov/public/index.cfm/press-releases?ID=BB3AAE5D-F593-4228-9008-C6BCC8D3FC2B,Sasse Statement on Trade War,1
8eddcd78818c482ece5200409e5ea3eb,http://www.cbo.gov/ftpdocs/124xx/doc12461/2011_10_07_MBR.pdf,Monthly Budget Review,1
d1b713097d5cb7018ba4a69b485b1787,http://abcnews.go.com/ThisWeek/week-transcript-hillary-clinton/story?id=12959396&page=2,'This Week' Transcript: Hillary Clinton,1
d5fb3d6d9b3f9ac2d17c54e53fbe9c4e,http://www.cdc.gov/nchs/data/nvsr/nvsr60/nvsr60_01.pdf,Centers for Disease Control and Prevention,1
