URLs,Label
https://www.reuters.com/article/us-usa-security-kaspersky-interpol/kasperskys-u-s-spat-a-sign-of-balkanisation-in-cyber-world-interpol-idUSKBN1CF26O,1
http://www.bbc.com/news/world-asia-41521268,1
https://www.activistpost.com/2017/10/wall-street-vs-kremlin-really-runs-white-house.html,0
http://www.cnn.com/2017/10/09/politics/congress-daca-reaction-white-house-trump/index.html,1
http://beforeitsnews.com/u-s-politics/2017/09/rich-would-benefit-most-from-trump-tax-cut-plan-policy-group-2537054.html,0
https://www.activistpost.com/2017/10/hungarys-wall-versus-u-s-wall-whats-difference.html,0
http://beforeitsnews.com/sports/2017/09/ray-says-he-was-praying-not-protesting-2701397.html,0
https://www.reuters.com/article/us-iran-nuclear-trump/trump-resists-pressure-to-soften-stance-on-iran-nuclear-deal-idUSKBN1CH01D,1
http://abcnews.go.com/US/wireStory/stolen-baby-photos-albums-returned-mom-years-50297039,1
https://www.reuters.com/article/us-hongkong-politics-highlights/highlights-hong-kong-leader-carrie-lam-delivers-maiden-policy-address-idUSKBN1CG0EF,1
http://beforeitsnews.com/u-s-politics/2017/09/kneeling-for-the-national-anthem-isnt-disrespectful-its-patriotic-2536733.html,0
http://www.bbc.com/news/world-europe-41517570,1
http://beforeitsnews.com/entertainment/2017/09/the-sweet-season-in-coming-up-but-with-good-habits-and-careful-monitoring-teeth-problems-can-be-avoided-according-to-gilroy-dentist-2670614.html,0
https://www.activistpost.com/2017/09/war-cash-backfires-indias-economy.html,0
https://www.activistpost.com/2017/09/trump-threatens-ww3-reviewing-plans-send-weapons-ukraine-russia-run-massive-military-drill.html,0
http://beforeitsnews.com/u-s-politics/2017/10/this-high-school-is-threatening-to-ban-players-who-kneel-during-anthem-2537184.html,0
https://www.reuters.com/article/us-china-aviation-comac/chinas-comac-says-c919s-third-test-flight-delayed-due-to-bad-weather-idUSKBN1CH0GS,1
https://www.nytimes.com/2017/10/11/movies/harvey-weinstein-hollywood.html?rref=collection%2Fsectioncollection%2Farts,1
http://beforeitsnews.com/u-s-politics/2017/10/republican-wants-women-to-be-traditional-homemakers-and-family-wives-2537625.html,0
http://www.cnn.com/videos/travel/2017/09/14/hats-by-bunn-harlem-wonder-list-handmade-orig-vstan.cnn,1
http://www.cnn.com/videos/entertainment/2017/10/11/eminem-trashes-donald-trump-moos-pkg-ebof.cnn,1
http://beforeitsnews.com/u-s-politics/2017/10/helicopter-money-coming-michael-pento-2537592.html,0
https://www.reuters.com/article/us-nobel-prize-medicine/how-we-tick-u-s-body-clock-scientists-win-nobel-medicine-prize-idUSKCN1C70Y7,1
http://www.cnn.com/2017/09/18/sport/gallery/what-a-shot-sports-0919/index.html,1
https://www.activistpost.com/2017/09/intimidation-911-commission-witnesses-minders.html,0
https://www.reuters.com/article/us-unesco-vote/drained-of-cash-and-riven-by-rivalries-unesco-seeks-leader-to-revive-fortunes-idUSKBN1CB1R0,1
http://dailybuzzlive.com/video-released-elderly-german-captive-beheaded-islamic-state/,0
https://www.nytimes.com/2017/10/10/arts/television/dynasty-remake-review.html?rref=collection%2Fsectioncollection%2Farts,1
http://beforeitsnews.com/sports/2017/10/the-yankees-live-to-see-another-day-2702320.html,0
http://www.bbc.com/news/world-middle-east-41509085,1
http://beforeitsnews.com/u-s-politics/2017/09/fixed-upper-stars-announce-final-season-really-2536845.html,0
http://beforeitsnews.com/u-s-politics/2017/09/u-s-to-cut-embassy-staff-warn-travelers-from-cuba-2537001.html,0
http://beforeitsnews.com/blogging-citizen-journalism/2017/10/las-vegas-bombshell-video-shows-second-shooter-during-vegas-massacre-the-alex-jones-channel-2577148.html,0
https://www.activistpost.com/2017/09/california-ban-on-diesel-fuel-cars-laying-the-ground-work-to-ban-humans-from-the-road.html,0
http://www.cnn.com/2017/10/04/us/las-vegas-shooting-man-saves-woman-trnd/index.html,1
http://beforeitsnews.com/u-s-politics/2017/10/nfl-malcontent-marshawn-lynch-wears-anti-trump-shirt-to-game-2537167.html,0
http://beforeitsnews.com/entertainment/2017/09/blue-martinez-2670571.html,0
http://www.bbc.com/news/world-us-canada-41561408,1
https://www.nytimes.com/2017/10/07/business/north-korea-embassies.html?rref=collection%2Fsectioncollection%2Fworld,1
http://www.cnn.com/travel/gallery/best-travel-photos-2017/index.html,1
http://beforeitsnews.com/u-s-politics/2017/10/avid-hunter-don-jr-on-gun-silencers-its-just-a-great-instrument-2537262.html,0
https://www.activistpost.com/2017/10/catalan-independence-5-things-think.html,0
http://beforeitsnews.com/entertainment/2017/09/the-castration-cure-2670541.html,0
http://www.cnn.com/videos/cnnmoney/2017/10/04/late-night-noah-colbert-fallon-kimmel-trump-puerto-rico-ekr-orig-vstan.cnn,1
https://www.reuters.com/article/us-brazil-dam-award/brazilian-activist-awarded-for-fight-against-amazon-rainforest-dam-idUSKBN1CF2Z6,1
http://beforeitsnews.com/sports/2017/09/streaming-defenses-2016-week-4-which-offense-do-we-want-to-exploit-2701153.html,0
http://beforeitsnews.com/u-s-politics/2017/10/judge-awards-alleged-rapist-with-parental-rights-2537657.html,0
http://beforeitsnews.com/sports/2017/09/just-shut-up-play-some-damn-baseball-2701059.html,0
https://www.activistpost.com/2017/10/new-oregon-law-will-help-facilitate-sale-industrial-hemp-products-2.html,0
https://www.reuters.com/article/us-usa-cyber-russia-microfocus/uk-tech-firm-micro-focus-to-curb-code-reviews-by-high-risk-governments-idUSKBN1CE2M6,1
http://beforeitsnews.com/sports/2017/09/hangover-win-2701115.html,0
http://beforeitsnews.com/sports/2017/09/50-the-inspirational-journey-of-aaron-judge-2701148.html,0
http://beforeitsnews.com/entertainment/2017/09/quantum-computer-in-a-nutshell-2670552.html,0
http://www.cnn.com/videos/entertainment/2017/10/04/brooke-shields-donald-trump-date-orig.cnn,1
http://beforeitsnews.com/sports/2017/10/2017-fantasy-football-kicker-rankings-week-5-2701896.html,0
http://abcnews.go.com/Sports/wireStory/coach-football-player-convicted-rape-earned-2nd-chance-50296520,1
http://www.cnn.com/videos/us/2017/10/04/police-shoot-at-actor-with-prop-gun-orig-vstan.cnn,1
http://www.cnn.com/videos/us/2017/10/11/weinstein-clinton-response-seg-ebof.cnn,1
http://beforeitsnews.com/sports/2017/09/come-together-2701180.html,0
http://beforeitsnews.com/sports/2017/09/game-photos-michigan-at-purdue-2701074.html,0
https://www.nytimes.com/2017/10/10/arts/design/london-concert-hall-diller-scofidio-renfro.html?rref=collection%2Fsectioncollection%2Farts,1
http://www.bbc.com/newsbeat/articles/41550956,1
https://www.reuters.com/article/us-its-conglobal-m-a-amp/australias-amp-buys-u-s-logistics-group-from-carlyle-idUSKBN1CE033,1
https://www.reuters.com/article/us-russia-election-fraud/russias-putin-eyeing-election-next-year-pledges-to-prosecute-vote-violations-idUSKBN1CE1HR,1
http://beforeitsnews.com/u-s-politics/2017/10/can-boston-red-sox-recover-from-epic-beatdown-by-houston-astros-2537429.html,0
https://www.activistpost.com/2017/10/freedom-exists-natural-law.html,0
http://beforeitsnews.com/u-s-politics/2017/09/house-republicans-answers-why-does-tax-reform-matter-to-you-in-new-video-2536863.html,0
http://beforeitsnews.com/u-s-politics/2017/10/a-poor-chinese-intern-may-have-been-forced-to-make-your-branded-laptop-2537601.html,0
http://beforeitsnews.com/u-s-politics/2017/09/trump-fans-are-collecting-the-personal-info-of-thousands-on-the-left-2536783.html,0
https://www.nytimes.com/2017/10/10/books/review-john-green-turtles-all-the-way-down.html?rref=collection%2Fsectioncollection%2Farts,1
http://beforeitsnews.com/u-s-politics/2017/10/new-york-shake-shack-to-test-out-robotic-personnel-in-blow-to-15-minimum-wage-2537335.html,0
https://www.reuters.com/article/us-tennis-men-kyrgios/kyrgios-finds-purpose-in-helping-underprivileged-children-idUSKBN1CE1GB,1
http://www.bbc.com/sport/football/41147762,1
https://www.reuters.com/article/us-iran-nuclear-usa-china/china-says-hopes-iran-nuclear-deal-stays-intact-amid-trump-criticism-idUSKBN1CE0NG,1
https://www.nytimes.com/2017/10/06/sports/ncaafootball/michigan-purdue-big-ten.html?rref=collection%2Fsectioncollection%2Fsports,1
http://www.bbc.com/sport/tennis/41542847,1
http://beforeitsnews.com/sports/2017/10/2017-fantasy-football-quarterback-rankings-week-5-2701791.html,0
http://beforeitsnews.com/sports/2017/10/for-second-week-in-row-jets-youngsters-shine-2701701.html,0
http://beforeitsnews.com/u-s-politics/2017/10/eric-trump-national-anthem-should-be-kept-sacred-helen-sarah-helen-sarah-2537079.html,0
http://beforeitsnews.com/u-s-politics/2017/10/eric-trump-national-anthem-should-be-kept-sacred-helen-sarah-helen-sarah-2537079.html,0
https://www.activistpost.com/2017/09/veteran-asks-whats-worse-kneeling-millionaire-300000-vets-neglected-death.html,0
http://dailybuzzlive.com/hand-feeding-humming-birds-amazing/,0
http://beforeitsnews.com/prophecy/2017/10/las-vegas-bombshell-video-appears-to-show-muzzle-flash-from-4th-floor-not-32nd-video-2494540.html,0
http://www.cnn.com/2017/10/11/politics/trump-response-program-hope/index.html,1
http://beforeitsnews.com/entertainment/2017/10/amazon-rising-2670647.html,0
http://www.cnn.com/videos/cnnmoney/2017/10/09/john-oliver-colbert-lc-orig.cnn,1
https://www.reuters.com/article/us-mideast-crisis-syria-wheat-islamic-st/how-a-businessman-struck-a-deal-with-islamic-state-to-help-assad-feed-syrians-idUSKBN1CG0EL,1
http://beforeitsnews.com/sports/2017/10/why-dont-you-just-hand-the-indians-the-trophy-joe-2702168.html,0
http://www.disclose.tv/news/warning_italian_supervolcano_on_the_brink_of_eruption/140334,0
http://www.cnn.com/videos/politics/2017/09/28/transgender-midshipmen-naval-academy-orig-jm.cnn/video/playlists/cant-miss/,1
http://beforeitsnews.com/sports/2017/10/103-trs-pnc-park-era-bucs-win-a-couple-lose-a-couple-playoff-games-roberto-pops-finales-game-stories-2701793.html,0
https://www.reuters.com/article/us-spain-politics-catalonia/catalan-leader-under-pressure-to-drop-independence-idUSKBN1CE0R0,1
https://www.reuters.com/article/us-britain-eu-next/eu-says-ball-entirely-in-uk-court-for-move-to-next-brexit-talks-phase-idUSKBN1CE13T,1
http://www.cnn.com/2017/10/09/entertainment/blade-runner-westworld-column/index.html,1
http://beforeitsnews.com/u-s-politics/2017/10/vegas-mass-shooter-was-verbally-abusive-towards-girlfriend-2537324.html,0
http://beforeitsnews.com/sports/2017/09/chicago-cubs-accomplish-rare-franchise-feat-with-nl-central-win-2701341.html,0
http://beforeitsnews.com/u-s-politics/2017/10/president-trump-says-las-vegas-shooting-live-updates-2537187.html,0
http://beforeitsnews.com/sports/2017/09/nowhere-to-go-but-up-2701080.html,0
http://beforeitsnews.com/sports/2017/10/108-hbd-tom-donie-danny-catfish-spanky-hans-2-cannonball-coming-2702239.html,0
https://www.nytimes.com/2017/10/10/theater/review-measure-for-measure-shakespeare-meets-elevator-repair-service-mayhem-ensues.html?rref=collection%2Fsectioncollection%2Farts,1
https://www.reuters.com/article/us-soccer-worldcup-tto-usa/united-states-miss-out-on-world-cup-after-trinidad-loss-idUSKBN1CG080,1
http://beforeitsnews.com/sports/2017/10/ravens-again-abandon-running-game-2701922.html,0
http://beforeitsnews.com/sports/2017/10/yankee-burn-2702095.html,0
https://www.nytimes.com/2017/10/11/sports/baseball/cleveland-indians-yan-gomes.html?rref=collection%2Fsectioncollection%2Fsports,1
http://dailybuzzlive.com/police-looking-2-creepy-masked-figures-appeared-woods/,0
http://www.disclose.tv/news/bali_volcano_on_brink_of_eruption_for_the_first_time_since_50_year_evacuations_ordered/140357,0
http://beforeitsnews.com/entertainment/2017/09/sold-out-the-underground-economy-of-supreme-resellers-2670568.html,0
http://beforeitsnews.com/sports/2017/09/jacoby-jones-to-retire-a-raven-2701446.html,0
https://www.nytimes.com/2017/10/07/style/cuba-personal-style.html?rref=collection%2Fsectioncollection%2Farts,1
https://www.reuters.com/article/us-filmfestival-london-lastflagflying/linklaters-war-veteran-comedy-speaks-to-modern-america-says-star-idUSKBN1CD0X2,1
http://beforeitsnews.com/sports/2017/10/ravens-lay-another-egg-2701717.html,0
https://www.reuters.com/article/us-eurozone-eurogroup-germany/germanys-schaeuble-backs-ecb-plans-on-bad-loans-idUSKBN1CF1G3,1
http://beforeitsnews.com/sports/2017/09/ray-says-he-was-praying-not-protesting-2701397.html,0
http://beforeitsnews.com/u-s-politics/2017/10/trumps-cabinet-travels-in-style-at-the-expense-of-tax-payers-2537636.html,0
http://beforeitsnews.com/u-s-politics/2017/10/after-alleged-moron-remark-tillerson-strokes-trumps-ego-2537294.html,0
http://www.cnn.com/videos/politics/2017/10/12/trump-healthcare-hannity-intv-newday.cnn,1
https://www.nytimes.com/2017/10/11/world/europe/germany-trump-antiamericanism.html?rref=collection%2Fsectioncollection%2Fworld,1
http://beforeitsnews.com/u-s-politics/2017/10/california-clothing-store-owners-trump-as-nazi-billboard-backfires-big-time-2537560.html,0
http://beforeitsnews.com/sports/2017/09/how-to-make-money-while-playing-video-games-online-2701288.html,0
http://dailybuzzlive.com/mommy-signed-her-up-for-preschool/,0
http://beforeitsnews.com/sports/2017/09/929-from-the-50s-forward-hbd-ken-teke-takes-two-alou-2-browns-6-in-a-row-cutch-walks-it-off-giants-finale-2701480.html,0
https://www.reuters.com/article/us-spark-blindness-fda/u-s-fda-finds-sparks-blindness-treatment-initially-effective-idUSKBN1CF1L2,1
https://www.nytimes.com/interactive/2017/10/12/us/politics/document-Read-Al-Green-s-Impeachment-Resolution.html?rref=collection%2Fsectioncollection%2Fpolitics,1
https://www.activistpost.com/2017/09/financialization-destruction-real-economy.html,0
