URLs,Headline,Label
"http://beforeitsnews.com/entertainment/2017/09/some-tips-for-selecting-the-best-flower-bouquet-online-2670516.html

",Some Tips for Selecting The Best Flower Bouquet Online,0
"http://www.cnn.com/2017/10/09/asia/rohingya-myanmar-bangladesh/index.html
",12 Rohingya refugees killed after boat capsizes between Myanmar and Bangladesh,1
"http://www.cnn.com/videos/entertainment/2017/10/08/nelly-arrested-suspicion-of-rape-hln-wxp.hln/video/playlists/cant-miss/
",Nelly arrested on suspicion of rape,1
"https://www.reuters.com/article/us-science-humans/happy-350000th-birthday-study-pushes-back-homo-sapiens-origins-idUSKCN1C32XU
","Happy 350,000th birthday: Study pushes back Homo sapiens origins",1
"http://beforeitsnews.com/sports/2017/09/kids-fitness-get-the-kids-off-the-couch-have-some-fun-2701071.html

",Kids & Fitness....Get the Kids Off the Couch & Have Some Fun!,0
"https://www.reuters.com/article/us-abertis-m-a-atlantia-eu-exclusive/exclusive-eu-regulators-to-approve-atlantia-abertis-deal-sources-idUSKBN1CF17Z
",Exclusive: EU regulators set to approve Atlantia's bid for Abertis - sources,1
http://abcnews.go.com/International/wireStory/france-confirmed-links-marseille-attacker-50273253,France still not confirmed IS links to Marseille attacker,1
http://www.disclose.tv/news/north_koreas_other_threat_why_emp_becomes_an_extinction_level_event/140397,North Korea's Other Threat: Why EMP Becomes An Extinction Level Event,0
"http://beforeitsnews.com/u-s-politics/2017/10/where-is-president-trumps-sense-of-compassion-2537449.html
",Where Is President Trump’s Sense Of Compassion?,0
"https://www.activistpost.com/2017/09/new-documents-show-pentagon-is-shipping-billions-worth-of-weapons-to-terrorists-in-syria-trying-to-cover-its-tracks.html
","New Documents Show Pentagon Is Shipping Billions Worth Of Weapons To Terrorists In Syria, Trying To Cover Its Tracks",0
"http://beforeitsnews.com/u-s-politics/2017/10/jimmy-kimmel-weeps-as-he-talks-about-shooting-in-his-hometown-2537202.html
",Jimmy Kimmel Weeps As He Talks About Shooting In His Hometown,0
"https://www.nytimes.com/2017/10/11/movies/wonder-woman-professor-marston-angela-robinson.html?rref=collection%2Fsectioncollection%2Farts
",Wonder Woman’s Surprising Back Story Has a Film of Its Own,1
http://dailybuzzlive.com/mom-fights-back-home-invaders-detroits-west-side/,Mom Fights Back Home Invaders On Detroit’s West Side,0
"http://beforeitsnews.com/sports/2017/10/gatekeeper-invades-the-312-podcastto-preview-the-blackhawks-season-2701850.html

",Gatekeeper Invades The 312 Podcastto Preview the Blackhawks Season,0
"http://www.cnn.com/2017/10/03/entertainment/dancing-with-the-stars-hollywood-las-vegas-shooting/index.html
",'Dancing With the Stars' Las Vegas tribute,1
"https://www.activistpost.com/2017/10/can-hacked-world-around.html
",Can You be Hacked by the World Around You?,0
"http://beforeitsnews.com/sports/2017/10/105-trs-pnc-park-bucs-win-in-71-79-lose-four-playoffs-dang-reds-tracy-fired-2702005.html
","10/5 TRS-PNC Park: Bucs Win in '71, '79; Lose Four Playoffs (Dang Reds!); Tracy Fired",0
"https://www.reuters.com/article/us-storm-nate-insurance/u-s-insured-wind-storm-surge-loss-from-hurricane-nate-around-500-million-kcc-idUSKBN1CE1DE
","U.S. insured wind, storm surge loss from Hurricane Nate around $500 million: KCC",1
"http://www.bbc.com/news/blogs-trending-41584227
",The online bots behind Vladimir Putin's birthday wishes,1
"https://www.nytimes.com/2017/10/10/movies/rose-mcgowan-ben-affleck-matt-damon-weinstein.html?rref=collection%2Fsectioncollection%2Farts
",Rose McGowan Attacks Ben Affleck Over Harvey Weinstein: ‘You Lie’,1
"https://www.reuters.com/article/us-mexico-peso/mexico-warns-u-s-against-protectionist-war-peso-weakens-idUSKBN1CB06M
","Mexico warns U.S. against 'protectionist war,' peso weakens",1
"http://www.bbc.com/news/entertainment-arts-41558556
",Weinstein and the media's shame,1
"http://beforeitsnews.com/entertainment/2017/09/broken2th-and-crystal-sun-release-castaliah-2670555.html

","Broken2th And Crystal Sun Release ""Castaliah""",0
"https://www.activistpost.com/2017/10/audio-released-hotel-worker-warning-shooter-vegas-massacre.html
",Audio Released of Hotel Worker Warning of Shooter BEFORE Vegas Massacre,0
"http://beforeitsnews.com/sports/2017/10/a-look-at-the-thursday-night-football-games-2702039.html

",A Look at the Thursday Night Football Games,0
"http://www.bbc.com/news/world-australia-41521791
",The rising profile of football in Australia,1
http://dailybuzzlive.com/women-absorb-retain-dna-every-man-sex/,Women Absorb And Retain DNA From Every Man They Have Sex With,0
"https://www.reuters.com/article/us-usa-puertorico-congress/as-us-house-weighs-36-5-billion-disaster-relief-trump-slams-puerto-rico-idUSKBN1CH1A7
",U.S. House approves disaster funds as Trump criticizes Puerto Rico,1
"https://www.reuters.com/article/us-hitachi-kokusai-m-a-elliott/elliott-again-ups-hitachi-kokusai-stake-kkr-raises-offer-price-idUSKBN1CH08M
","Elliott again ups Hitachi Kokusai stake, KKR raises offer price",1
"http://beforeitsnews.com/sports/2017/09/cowboys-wr-dez-bryant-team-done-with-anthem-demonstations-2701525.html

",Cowboys WR Dez Bryant - Team Done with Anthem Demonstations,0
"http://beforeitsnews.com/sports/2017/09/fsu-opponent-preview-wake-forest-2701384.html

",FSU Opponent Preview: Wake Forest,0
http://www.disclose.tv/news/ancient_papyrus_scroll_reveals_how_the_egyptian_pyramids_were_built/140374,Ancient Papyrus Scroll Reveals How The Egyptian Pyramids Were Built,0
"http://www.cnn.com/videos/cnnmoney/2017/10/10/weinstein-fallon-kimmel-oliver-colbert-meyers-cws-orig.cnn
",Colbert: Dinosaurs knew better than Weinstein,1
http://www.cnn.com/travel/article/travel-tips-from-the-experts/index.html,20 holiday destinations the experts say not to miss,1
"https://www.nytimes.com/2017/10/11/business/economy/federal-reserve-minutes.html?rref=collection%2Fsectioncollection%2Fpolitics
","Fed Still Puzzled by Inflation, but Rate Increase Is on Track",1
http://www.cnn.com/2017/10/02/health/nobel-medicine-prize-circadian-rhythm/index.html,Nobel Prize in medicine: US body clock scientists win,1
"http://beforeitsnews.com/sports/2017/10/2017-nlds-will-max-scherzer-miss-game-1-2701754.html

",2017 NLDS: Will Max Scherzer miss Game 1?,0
"https://www.nytimes.com/2017/10/07/us/politics/trump-association-health-plans.html?rref=collection%2Fsectioncollection%2Fpolitics
",Trump Poised to Sign Order Opening New Paths to Health Insurance,1
"http://beforeitsnews.com/scandals/2017/09/the-shocking-carol-woods-coverup-police-alter-records-archive-11-sept-2017-2437313.html
",The Shocking Carol Woods Coverup: POLICE ALTER RECORDS + archive 11 Sept. 2017,0
"https://www.reuters.com/article/us-baseball-mlb-playoffs/highlights-of-sundays-mlb-playoff-games-idUSKBN1CE09Y
",Highlights of Sunday's MLB playoff games,1
"https://www.reuters.com/article/us-france-monalisa-sketch/is-16th-century-charcoal-sketch-a-naked-mona-lisa-idUSKCN1C42LD
",Is 16th-century charcoal sketch a naked Mona Lisa?,1
"http://beforeitsnews.com/sports/2017/10/tailgate-jaguars-vs-jets-2701814.html

",Tailgate - Jaguars vs Jets,0
http://www.cnn.com/2017/10/05/us/las-vegas-shooting-jonathan-smith-tom-mcgrath-hero-intv/index.html,Hero who saved 30 people reunited with officer who saved his own life,1
"http://beforeitsnews.com/sports/2017/09/2017-get-em-or-dont-sweat-em-week-4-2701063.html
",2017 Get ‘em or Don’t Sweat ‘em - Week 4,0
"http://www.bbc.com/sport/cricket/41566019
",Pakistan v Sri Lanka: Tourists win second Test by 68 runs to take series 2-0,1
"https://www.activistpost.com/2017/09/trump-admin-congress-renew-fisa.html
",Trump Administration Urges Congress To Renew Foreign Intelligence Surveillance Act (FISA),0
"http://beforeitsnews.com/u-s-politics/2017/09/john-elway-says-that-its-time-to-take-the-politics-out-of-football-2536909.html
",John Elway Says That It’s Time to Take the Politics OUT of Football,0
http://www.cnn.com/2017/10/05/opinions/theresa-may-has-to-go-mcternan-opinion/index.html,Theresa May needs to resign for the good of Britain,1
"http://beforeitsnews.com/u-s-politics/2017/10/employers-can-now-refuse-to-pay-for-birth-control-thanks-to-trump-2537484.html
","Employers Can Now Refuse to Pay for Birth Control, Thanks To Trump",0
"http://beforeitsnews.com/u-s-politics/2017/09/teacher-told-students-they-were-too-dark-skinned-to-play-lincoln-2536920.html
",Teacher Told Students They Were ‘Too Dark-Skinned’ To Play Lincoln,0
http://www.disclose.tv/news/strange_object_spotted_over_newfoundland_canada/140381,"Strange Object Spotted Over Newfoundland, Canada",0
"http://www.cnn.com/2017/10/10/politics/priorities-tax-reform-tv-ad/index.html
",Exclusive: Priorities USA runs tax reform TV ad,1
"http://beforeitsnews.com/entertainment/2017/09/secrets-of-the-super-elements-2670573.html

",Secrets of the Super Elements,0
"https://www.reuters.com/article/us-usa-security-kaspersky-interpol/kasperskys-u-s-spat-a-sign-of-balkanisation-in-cyber-world-interpol-idUSKBN1CF26O
",Kaspersky's U.S. spat a sign of Balkanisation in cyber world: Interpol,1
"http://www.bbc.com/news/world-asia-41521268
",Rohingya crisis: Finding out the truth about Arsa militants,1
"https://www.activistpost.com/2017/10/wall-street-vs-kremlin-really-runs-white-house.html
",Wall Street Vs. Kremlin: Who Really Runs The White House?,0
"http://www.cnn.com/2017/10/09/politics/congress-daca-reaction-white-house-trump/index.html
",How serious is Trump on DACA?,1
"http://beforeitsnews.com/u-s-politics/2017/09/rich-would-benefit-most-from-trump-tax-cut-plan-policy-group-2537054.html
",Rich Would Benefit Most From Trump Tax Cut Plan: Policy Group,0
"https://www.activistpost.com/2017/10/hungarys-wall-versus-u-s-wall-whats-difference.html
",Hungary’s “Wall” Versus the U.S. “Wall”,0
"http://beforeitsnews.com/sports/2017/09/ray-says-he-was-praying-not-protesting-2701397.html

","Ray Says He Was Praying, Not Protesting",0
"https://www.reuters.com/article/us-iran-nuclear-trump/trump-resists-pressure-to-soften-stance-on-iran-nuclear-deal-idUSKBN1CH01D
",Trump resists pressure to soften stance on Iran nuclear deal,1
http://abcnews.go.com/US/wireStory/stolen-baby-photos-albums-returned-mom-years-50297039,"Stolen baby photos, albums returned to mom years later",1
"https://www.reuters.com/article/us-hongkong-politics-highlights/highlights-hong-kong-leader-carrie-lam-delivers-maiden-policy-address-idUSKBN1CG0EF
",Highlights: Hong Kong leader Carrie Lam delivers maiden policy address,1
"http://beforeitsnews.com/u-s-politics/2017/09/kneeling-for-the-national-anthem-isnt-disrespectful-its-patriotic-2536733.html
","Kneeling For The National Anthem Isn’t Disrespectful, It’s Patriotic",0
"http://www.bbc.com/news/world-europe-41517570
",Diary of Anne Frank transformed into graphic adaptation,1
"http://beforeitsnews.com/entertainment/2017/09/the-sweet-season-in-coming-up-but-with-good-habits-and-careful-monitoring-teeth-problems-can-be-avoided-according-to-gilroy-dentist-2670614.html

","The ‘Sweet Season’ in Coming Up, But with Good Habits and Careful Monitoring, Teeth Problems can be Avoided, According to Gilroy Dentist",0
"https://www.activistpost.com/2017/09/war-cash-backfires-indias-economy.html
",War on Cash Backfires on India’s Economy,0
"https://www.activistpost.com/2017/09/trump-threatens-ww3-reviewing-plans-send-weapons-ukraine-russia-run-massive-military-drill.html
","Trump Threatens WW3 ""Reviewing Plans To Send Weapons To Ukraine""",0
"http://beforeitsnews.com/u-s-politics/2017/10/this-high-school-is-threatening-to-ban-players-who-kneel-during-anthem-2537184.html
",This High School Is Threatening To Ban Players Who Kneel During Anthem,0
"https://www.reuters.com/article/us-china-aviation-comac/chinas-comac-says-c919s-third-test-flight-delayed-due-to-bad-weather-idUSKBN1CH0GS
",China's COMAC says C919's third test flight delayed due to bad weather,1
"https://www.nytimes.com/2017/10/11/movies/harvey-weinstein-hollywood.html?rref=collection%2Fsectioncollection%2Farts
",Harvey Weinstein Is Gone. But Hollywood Still Has a Problem.,1
"http://beforeitsnews.com/u-s-politics/2017/10/republican-wants-women-to-be-traditional-homemakers-and-family-wives-2537625.html
",Republican Wants Women To Be ‘Traditional Homemakers And Family Wives’,0
http://www.cnn.com/videos/travel/2017/09/14/hats-by-bunn-harlem-wonder-list-handmade-orig-vstan.cnn,Harlem hatter brings past to life​,1
"http://www.cnn.com/videos/entertainment/2017/10/11/eminem-trashes-donald-trump-moos-pkg-ebof.cnn
","Trump and Eminem once friendly, not anymore",1
"http://beforeitsnews.com/u-s-politics/2017/10/helicopter-money-coming-michael-pento-2537592.html
",'Helicopter Money' Coming Michael Pento,0
"https://www.reuters.com/article/us-nobel-prize-medicine/how-we-tick-u-s-body-clock-scientists-win-nobel-medicine-prize-idUSKCN1C70Y7
",How we tick: U.S. 'body clock' scientists win Nobel medicine prize,1
"http://www.cnn.com/2017/09/18/sport/gallery/what-a-shot-sports-0919/index.html
",What a shot! 29 amazing sports photos,1
"https://www.activistpost.com/2017/09/intimidation-911-commission-witnesses-minders.html
",11 Commission Witnesses: The “Minders”,0
"https://www.reuters.com/article/us-unesco-vote/drained-of-cash-and-riven-by-rivalries-unesco-seeks-leader-to-revive-fortunes-idUSKBN1CB1R0
","Drained of cash and riven by rivalries, UNESCO seeks leader to revive fortunes",1
http://dailybuzzlive.com/video-released-elderly-german-captive-beheaded-islamic-state/,Video Released of Elderly German Captive Beheaded by Islamic State,0
"https://www.nytimes.com/2017/10/10/arts/television/dynasty-remake-review.html?rref=collection%2Fsectioncollection%2Farts
",Review: Money Can’t Buy the New ‘Dynasty’ Excitement,1
"http://beforeitsnews.com/sports/2017/10/the-yankees-live-to-see-another-day-2702320.html
",The Yankees Live To See Another Day!,0
http://www.bbc.com/news/world-middle-east-41509085,Iraq forces retake town of Hawija from IS,1
"http://beforeitsnews.com/u-s-politics/2017/09/fixed-upper-stars-announce-final-season-really-2536845.html
",‘Fixed Upper’ Stars Announce Final Season - really,0
"http://beforeitsnews.com/u-s-politics/2017/09/u-s-to-cut-embassy-staff-warn-travelers-from-cuba-2537001.html
","U.S. to Cut Embassy Staff, warn travelers from Cuba",0
http://beforeitsnews.com/blogging-citizen-journalism/2017/10/las-vegas-bombshell-video-shows-second-shooter-during-vegas-massacre-the-alex-jones-channel-2577148.html,Las Vegas: Bombshell Video Shows Second Shooter During Vegas Massacre The Alex Jones Channel,0
"https://www.activistpost.com/2017/09/california-ban-on-diesel-fuel-cars-laying-the-ground-work-to-ban-humans-from-the-road.html
",California Seeks Ban On Fossil Fuel Cars Laying The Groundwork To Ban Humans From The Road,0
http://www.cnn.com/2017/10/04/us/las-vegas-shooting-man-saves-woman-trnd/index.html,Las Vegas massacre: How a stranger saved a woman's life,1
