url,label,idx
https://www.politico.com/story/2016/09/us-iran-payments-wire-transfer-228324?cmpid=sf,1,29
https://www.politico.com/story/2016/09/trump-women-sexism-debate-clinton-228759?cmpid=sf,1,30
https://www.politico.com/story/2016/09/trump-women-sexism-debate-clinton-228759?cmpid=sf,1,31
https://www.politico.com/story/2016/09/trump-what-have-you-got-to-lose-228462?cmpid=sf,1,32
https://www.politico.com/story/2016/09/trump-website-goes-down-during-debate-228719?cmpid=sf,1,33
https://www.politico.com/story/2016/09/trump-tax-breaks-universities-228575?cmpid=sf,1,34
https://www.politico.com/story/2016/09/trump-stop-and-frisk-paul-ryan-228524?cmpid=sf,1,35
https://www.politico.com/story/2016/09/trump-stop-and-frisk-only-chicago-228516?cmpid=sf,1,36
https://www.politico.com/story/2016/09/trump-sniffles-first-2016-debate-228769?cmpid=sf,1,37
https://www.politico.com/story/2016/09/trump-skittles-mike-pence-reaction-228419?cmpid=sf,1,38
https://www.politico.com/story/2016/09/trump-shatters-gop-records-with-small-donors-228338?cmpid=sf,1,39
https://www.politico.com/story/2016/09/trump-rival-cruz-to-throw-support-to-gop-nominee-228584?cmpid=sf,1,40
https://www.politico.com/story/2016/09/trump-rival-cruz-to-throw-support-to-gop-nominee-228584?cmpid=sf,1,41
https://www.politico.com/story/2016/09/trump-response-new-york-bomb-228350?cmpid=sf,1,42
https://www.politico.com/story/2016/09/trump-reacts-to-first-debate-performance-228766?cmpid=sf,1,43
https://www.politico.com/story/2016/09/trump-praises-egypts-al-sisi-hes-a-fantastic-guy-228560?cmpid=sf,1,44
https://www.politico.com/story/2016/09/trump-post-debate-worries-228659?cmpid=sf,1,45
https://www.politico.com/story/2016/09/trump-post-debate-fundraising-228526?cmpid=sf,1,46
https://www.politico.com/story/2016/09/trump-oppose-iraq-war-fact-check-228742?cmpid=sf,1,47
https://www.politico.com/story/2016/09/trump-on-charlotte-protests-228512?cmpid=sf,1,48
https://www.politico.com/story/2016/09/trump-on-charlotte-protests-228512?cmpid=sf,1,49
https://www.politico.com/story/2016/09/trump-never-trumpers-dying-228465?cmpid=sf,1,50
https://www.politico.com/story/2016/09/trump-muslim-ban-turkey-president-erdogan-228565?cmpid=sf,1,51
https://www.politico.com/story/2016/09/trump-miss-universe-alicia-machado-228797?cmpid=sf,1,52
https://www.politico.com/story/2016/09/trump-miss-universe-alicia-machado-228768?cmpid=sf,1,53
https://www.politico.com/story/2016/09/trump-minorities-living-in-hell-228726?cmpid=sf,1,54
https://www.politico.com/story/2016/09/trump-lester-holt-moderator-228510?cmpid=sf,1,55
https://www.politico.com/story/2016/09/trump-lester-holt-moderator-228510?cmpid=sf,1,56
https://www.politico.com/story/2016/09/trump-jr-compares-syrian-refugees-to-bad-skittles-228392?cmpid=sf,1,57
https://www.politico.com/story/2016/09/trump-islamic-state-plan-first-2016-debate-228660?cmpid=sf,1,58
https://www.politico.com/story/2016/09/trump-islamic-state-clinton-228397?cmpid=sf,1,59
https://www.politico.com/story/2016/09/trump-housing-collapse-228708?cmpid=sf,1,60
https://www.politico.com/story/2016/09/trump-foundation-washington-post-pence-228454?cmpid=sf,1,61
https://www.politico.com/story/2016/09/trump-forces-lagged-clinton-in-august-money-race-228448?cmpid=sf,1,62
https://www.politico.com/story/2016/09/trump-first-debate-unhinged-228772?cmpid=sf,1,63
https://www.politico.com/story/2016/09/trump-first-debate-restraint-mike-pence-228787?cmpid=sf,1,64
https://www.politico.com/story/2016/09/trump-first-debate-performance-paul-ryan-228784?cmpid=sf,1,65
https://www.politico.com/story/2016/09/trump-first-debate-performance-campaign-react-228764?cmpid=sf,1,66
https://www.politico.com/story/2016/09/trump-energy-team-mike-mckenna-myron-ebell-228672?cmpid=sf,1,67
https://www.politico.com/story/2016/09/trump-debate-tim-kaine-228676?cmpid=sf,1,68
https://www.politico.com/story/2016/09/trump-debate-russia-hacking-228737?cmpid=sf,1,69
https://www.politico.com/story/2016/09/trump-debate-performance-obama-228796?cmpid=sf,1,70
https://www.politico.com/story/2016/09/trump-debate-performance-joe-biden-228791?cmpid=sf,1,71
https://www.politico.com/story/2016/09/trump-debate-birther-donna-brazile-228781?cmpid=sf,1,72
https://www.politico.com/story/2016/09/trump-debate-bill-clinton-affairs-228748?cmpid=sf,1,73
https://www.politico.com/story/2016/09/trump-debate-babe-ruth-conway-228636?cmpid=sf,1,74
https://www.politico.com/story/2016/09/trump-clinton-terror-response-228416?cmpid=sf,1,75
https://www.politico.com/story/2016/09/trump-clinton-islamic-state-debate-228714?cmpid=sf,1,76
https://www.politico.com/story/2016/09/trump-clinton-first-debate-fights-228710?cmpid=sf,1,77
https://www.politico.com/story/2016/09/trump-clinton-first-debate-fights-228710?cmpid=sf,1,78
https://www.politico.com/story/2016/09/trump-clinton-fight-first-debate-228730?cmpid=sf,1,79
https://www.politico.com/story/2016/09/trump-clinton-fight-first-debate-228704?cmpid=sf,1,80
https://www.politico.com/story/2016/09/trump-clinton-egypt-al-sisi-228371?cmpid=sf,1,81
https://www.politico.com/story/2016/09/trump-clinton-debate-sleep-228407?cmpid=sf,1,82
https://www.politico.com/story/2016/09/trump-clinton-debate-performance-tim-kaine-228765?cmpid=sf,1,83
https://www.politico.com/story/2016/09/trump-clinton-come-out-swinging-over-nafta-228712?cmpid=sf,1,84
https://www.politico.com/story/2016/09/trump-clinton-campaign-cash-228447?cmpid=sf,1,85
https://www.politico.com/story/2016/09/trump-climate-change-stance-228771?cmpid=sf,1,86
https://www.politico.com/story/2016/09/trump-climate-change-stance-228771?cmpid=sf,1,87
https://www.politico.com/story/2016/09/trump-charlotte-drugs-mayor-responds-228574?cmpid=sf,1,88
https://www.politico.com/story/2016/09/trump-campaign-money-woes-228601?cmpid=sf,1,89
https://www.politico.com/story/2016/09/trump-campaign-chair-kathy-miller-resigns-228527?cmpid=sf,1,90
https://www.politico.com/story/2016/09/trump-builds-clinton-profile-debate-228578?cmpid=sf,1,91
https://www.politico.com/story/2016/09/trump-blames-drugs-charlotte-228531?cmpid=sf,1,92
https://www.politico.com/story/2016/09/trump-blame-first-debate-performance-228775?cmpid=sf,1,93
https://www.politico.com/story/2016/09/trump-ben-carson-cabinet-228463?cmpid=sf,1,94
https://www.politico.com/story/2016/09/trump-ads-rex-elsass-228423?cmpid=sf,1,95
https://www.politico.com/story/2016/09/trump-ad-clintons-gennifer-flowers-228429?cmpid=sf,1,96
https://www.politico.com/story/2016/09/top-moments-first-2016-presidential-debate-228702?cmpid=sf,1,97
https://www.politico.com/story/2016/09/top-moments-first-2016-presidential-debate-228702?cmpid=sf,1,98
https://www.politico.com/story/2016/09/tim-scott-charlotte-police-shooting-video-228547?cmpid=sf,1,99
https://www.politico.com/story/2016/09/tim-kaine-mike-pence-vice-presidential-debate-228778?cmpid=sf,1,100
https://www.politico.com/story/2016/09/tim-kaine-hillary-clinton-debate-expectations-228652?cmpid=sf,1,101
https://www.politico.com/story/2016/09/tim-kaine-ellen-degeneres-show-228459?cmpid=sf,1,102
https://www.politico.com/story/2016/09/tim-huelskamp-house-republicans-228425?cmpid=sf,1,103
https://www.politico.com/story/2016/09/terror-threat-new-york-trump-obama-228353?cmpid=sf,1,104
https://www.politico.com/story/2016/09/terror-response-clinton-trump-228359?cmpid=sf,1,105
https://www.politico.com/story/2016/09/terence-crutcher-tulsa-shooting-clinton-228411?cmpid=sf,1,106
https://www.politico.com/story/2016/09/ted-cruz-donald-trump-insults-endorse-228594?cmpid=sf,1,107
https://www.politico.com/story/2016/09/ted-cruz-donald-trump-endorsement-228540?cmpid=sf,1,108
https://www.politico.com/story/2016/09/ted-cruz-donald-trump-budget-fight-228493?cmpid=sf,1,109
https://www.politico.com/story/2016/09/ted-cruz-donald-trump-backstory-228609?cmpid=sf,1,110
https://www.politico.com/story/2016/09/syria-john-kerry-truce-end-228551?cmpid=sf,1,111
https://www.politico.com/story/2016/09/swing-state-republicans-dump-on-trump-228815?cmpid=sf,1,112
https://www.politico.com/story/2016/09/simon-says-trump-clinton-debate-228752?cmpid=sf,1,113
https://www.politico.com/story/2016/09/simon-says-clinton-trump-lies-228383?cmpid=sf,1,114
https://www.politico.com/story/2016/09/sid-blumenthal-birthers-clinton-obama-228388?cmpid=sf,1,115
https://www.politico.com/story/2016/09/sid-blumenthal-birthers-clinton-obama-228388?cmpid=sf,1,116
https://www.politico.com/story/2016/09/shimon-peres-israeli-leader-for-8-decades-dies-at-93-215625?cmpid=sf,1,117
https://www.politico.com/story/2016/09/senate-to-vote-wednesday-on-override-of-saudi-9-11-bill-228684?cmpid=sf,1,118
https://www.politico.com/story/2016/09/senate-saudi-arabia-tank-sales-228479?cmpid=sf,1,119
https://www.politico.com/story/2016/09/senate-liberals-public-option-228501?cmpid=sf,1,120
https://www.politico.com/story/2016/09/senate-divided-white-house-nightmare-228492?cmpid=sf,1,121
https://www.politico.com/story/2016/09/senate-budget-deal-campaign-finance-internet-228428?cmpid=sf,1,122
https://www.politico.com/story/2016/09/saudi-arabia-veto-911-228686?cmpid=sf,1,123
https://www.politico.com/story/2016/09/sasse-letter-iran-228386?cmpid=sf,1,124
https://www.politico.com/story/2016/09/russian-hackers-influence-election-228543?cmpid=sf,1,125
https://www.politico.com/story/2016/09/rudy-giuliani-trump-debate-228671?cmpid=sf,1,126
https://www.politico.com/story/2016/09/rudy-giuliani-slams-clinton-obama-terror-228470?cmpid=sf,1,127
https://www.politico.com/story/2016/09/roy-blunt-ad-buy-senate-republicans-228373?cmpid=sf,1,128
https://www.politico.com/story/2016/09/robert-menendez-new-jersey-corruption-228697?cmpid=sf,1,129
https://www.politico.com/story/2016/09/robby-mook-fight-joe-scarborough-228456?cmpid=sf,1,130
https://www.politico.com/story/2016/09/robby-mook-fight-joe-scarborough-228456?cmpid=sf,1,131
https://www.politico.com/story/2016/09/richard-burr-carolina-senate-228297?cmpid=sf,1,132
https://www.politico.com/story/2016/09/presidential-debate-fact-checking-228653?cmpid=sf,1,133
https://www.politico.com/story/2016/09/poll-who-is-winning-trump-clinton-228661?cmpid=sf,1,134
https://www.politico.com/story/2016/09/poll-trump-clinton-iowa-colorado-virginia-228539?cmpid=sf,1,135
https://www.politico.com/story/2016/09/poll-clinton-trump-who-is-winning-228675?cmpid=sf,1,136
https://www.politico.com/story/2016/09/poll-clinton-trump-tied-before-debate-228665?cmpid=sf,1,137
https://www.politico.com/story/2016/09/poll-clinton-trump-north-carolina-228522?cmpid=sf,1,138
https://www.politico.com/story/2016/09/poll-clinton-trump-hispanic-voters-228508?cmpid=sf,1,139
https://www.politico.com/story/2016/09/peter-king-pandering-political-correctness-228356?cmpid=sf,1,140
https://www.politico.com/story/2016/09/pence-stop-and-frisk-228635?cmpid=sf,1,141
https://www.politico.com/story/2016/09/pence-clinton-war-terror-228369?cmpid=sf,1,142
https://www.politico.com/story/2016/09/pence-charter-pilot-vincent-caldara-228785?cmpid=sf,1,143
https://www.politico.com/story/2016/09/paul-ryan-reform-prison-sentencing-228695?cmpid=sf,1,144
https://www.politico.com/story/2016/09/paul-ryan-house-override9-11-veto-228464?cmpid=sf,1,145
https://www.politico.com/story/2016/09/paul-ryan-debate-advice-228639?cmpid=sf,1,146
https://www.politico.com/story/2016/09/patty-murray-donates-dcss-228420?cmpid=sf,1,147
https://www.politico.com/story/2016/09/pat-mcrory-charlotte-protesters-anarchists-228571?cmpid=sf,1,148
https://www.politico.com/story/2016/09/obama-un-refugee-push-terror-228352?cmpid=sf,1,149
https://www.politico.com/story/2016/09/obama-un-address-228408?cmpid=sf,1,150
https://www.politico.com/story/2016/09/obama-trump-similarities-michael-hayden-228452?cmpid=sf,1,151
https://www.politico.com/story/2016/09/obama-takes-on-zoning-laws-in-bid-to-build-more-housing-spur-growth-228650?cmpid=sf,1,152
https://www.politico.com/story/2016/09/obama-saudi-arabia-228521?cmpid=sf,1,153
https://www.politico.com/story/2016/09/obama-nominates-ambassador-to-cuba-in-long-shot-move-228810?cmpid=sf,1,154
https://www.politico.com/story/2016/09/obama-netanyahu-israel-228335?cmpid=sf,1,155
https://www.politico.com/story/2016/09/obama-jasta-228548?cmpid=sf,1,156
https://www.politico.com/story/2016/09/obama-islamic-state-failed-cause-228360?cmpid=sf,1,157
https://www.politico.com/story/2016/09/obama-clinton-debate-2016-advice-228569?cmpid=sf,1,158
https://www.politico.com/story/2016/09/obama-charlotte-protests-228561?cmpid=sf,1,159
https://www.politico.com/story/2016/09/obama-arts-humanities-medals-morgan-freeman-terry-gross-228536?cmpid=sf,1,160
https://www.politico.com/story/2016/09/obama-arnold-palmer-228668?cmpid=sf,1,161
https://www.politico.com/story/2016/09/obama-african-american-museum-charlotte-228603?cmpid=sf,1,162
https://www.politico.com/story/2016/09/nra-clinton-leaves-you-unprotected-228410?cmpid=sf,1,163
https://www.politico.com/story/2016/09/north-carolina-rep-charlotte-protesters-hate-white-people-228556?cmpid=sf,1,164
https://www.politico.com/story/2016/09/north-carolina-protests-trump-reaction-228458?cmpid=sf,1,165
https://www.politico.com/story/2016/09/north-carolina-protests-keith-lamont-scott-228450?cmpid=sf,1,166
https://www.politico.com/story/2016/09/north-carolina-obama-bathroom-bill-lawsuit-228381?cmpid=sf,1,167
https://www.politico.com/story/2016/09/newt-gingrich-trump-inner-cities-228518?cmpid=sf,1,168
https://www.politico.com/story/2016/09/new-york-times-trump-undecided-voters-228658?cmpid=sf,1,169
https://www.politico.com/story/2016/09/nerdcast-2016-are-you-ready-for-debate-night-228568?cmpid=sf,0,170
https://www.politico.com/story/2016/09/naturalized-afghanistan-citizen-sought-in-manhattan-blast-228351?cmpid=sf,1,171
https://www.politico.com/story/2016/09/mormons-for-hillary-utah-228415?cmpid=sf,1,172
https://www.politico.com/story/2016/09/mitch-mcconnell-budget-bill-228528?cmpid=sf,1,173
https://www.politico.com/story/2016/09/mills-immunity-228580?cmpid=sf,1,174
https://www.politico.com/story/2016/09/mike-pence-police-shootings-racism-228537?cmpid=sf,1,175
https://www.politico.com/story/2016/09/mike-pence-climate-change-228799?cmpid=sf,1,176
https://www.politico.com/story/2016/09/mike-pence-bill-clinton-character-228563?cmpid=sf,1,177
https://www.politico.com/story/2016/09/mike-lee-no-trump-supreme-court-228573?cmpid=sf,1,178
https://www.politico.com/story/2016/09/meese-trump-transition-228694?cmpid=sf,1,179
https://www.politico.com/story/2016/09/mccrory-calls-state-of-emergency-in-north-carolina-deploys-national-guard-228506?cmpid=sf,1,180
https://www.politico.com/story/2016/09/matteo-renzi-joke-bill-clinton-228363?cmpid=sf,1,181
https://www.politico.com/story/2016/09/mark-cuban-trump-clinton-debate-228562?cmpid=sf,1,182
https://www.politico.com/story/2016/09/mark-cuban-debate-trump-react-228577?cmpid=sf,1,183
https://www.politico.com/story/2016/09/lindsey-graham-trump-birther-228421?cmpid=sf,1,184
https://www.politico.com/story/2016/09/lester-holt-debate-clinton-trump-228751?cmpid=sf,1,185
https://www.politico.com/story/2016/09/lester-holt-debate-clinton-trump-228751?cmpid=sf,1,186
https://www.politico.com/story/2016/09/latvia-us-228377?cmpid=sf,1,187
https://www.politico.com/story/2016/09/latvia-russia-trump-clinton-228382?cmpid=sf,1,188
https://www.politico.com/story/2016/09/la-times-endorses-clinton-228566?cmpid=sf,1,189
https://www.politico.com/story/2016/09/kim-kardashian-donald-trump-vote-228591?cmpid=sf,1,190
https://www.politico.com/story/2016/09/kellyanne-conway-clinton-police-killings-228478?cmpid=sf,1,191
https://www.politico.com/story/2016/09/keith-scott-shooting-video-228583?cmpid=sf,1,192
https://www.politico.com/story/2016/09/kaine-orlando-shooting-228698?cmpid=sf,1,193
https://www.politico.com/story/2016/09/johnson-weld-libertarian-debate-228340?cmpid=sf,1,194
https://www.politico.com/story/2016/09/john-warner-hillary-clinton-228819?cmpid=sf,1,195
https://www.politico.com/story/2016/09/john-sununu-endorses-trump-228774?cmpid=sf,1,196
https://www.politico.com/story/2016/09/john-mccain-saudi-arabia-veto-228813?cmpid=sf,1,197
https://www.politico.com/story/2016/09/john-lewis-criticize-trump-228477?cmpid=sf,1,198
https://www.politico.com/story/2016/09/john-kerry-syria-228405?cmpid=sf,1,199
https://www.politico.com/story/2016/09/john-carlin-steps-down-national-security-justice-228803?cmpid=sf,1,200
https://www.politico.com/story/2016/09/joe-arpaio-obama-birther-228455?cmpid=sf,1,201
https://www.politico.com/story/2016/09/joe-arpaio-obama-birther-228455?cmpid=sf,1,202
https://www.politico.com/story/2016/09/joe-arpaio-obama-birth-certificate-228487?cmpid=sf,1,203
https://www.politico.com/story/2016/09/jill-stein-trump-may-have-memory-problem-228346?cmpid=sf,1,204
https://www.politico.com/story/2016/09/jill-stein-protest-debate-228593?cmpid=sf,1,205
https://www.politico.com/story/2016/09/jeb-bush-harvard-guest-lectures-228793?cmpid=sf,1,206
https://www.politico.com/story/2016/09/jack-welch-supports-trump-228400?cmpid=sf,1,207
https://www.politico.com/story/2016/09/ivanka-trump-visit-dc-capitol-hill-228399?cmpid=sf,1,208
https://www.politico.com/story/2016/09/ivanka-trump-meets-with-paul-ryan-in-new-york-228374?cmpid=sf,1,209
https://www.politico.com/story/2016/09/islamic-state-diaspora-james-comey-228782?cmpid=sf,1,210
https://www.politico.com/story/2016/09/is-trump-racist-228472?cmpid=sf,1,211
https://www.politico.com/story/2016/09/is-donald-trump-qualified-to-be-president-228657?cmpid=sf,1,212
https://www.politico.com/story/2016/09/iran-deal-hassan-rouhani-228496?cmpid=sf,1,213
https://www.politico.com/story/2016/09/insiders-clash-over-politics-of-terrorism-228552?cmpid=sf,1,214
https://www.politico.com/story/2016/09/immigration-customs-enforcement-union-endorses-trump-228664?cmpid=sf,1,215
https://www.politico.com/story/2016/09/immigrants-mistakenly-granted-citizenship-228355?cmpid=sf,1,216
https://www.politico.com/story/2016/09/howard-dean-donald-trump-cocaine-tweet-228806?cmpid=sf,1,217
https://www.politico.com/story/2016/09/how-can-polling-change-2016-228677?cmpid=sf,1,218
https://www.politico.com/story/2016/09/house-freedom-caucus-republican-donors-228380?cmpid=sf,1,219
https://www.politico.com/story/2016/09/house-democrats-syria-228792?cmpid=sf,1,220
https://www.politico.com/story/2016/09/hillary-clinton-police-shootings-228484?cmpid=sf,1,221
https://www.politico.com/story/2016/09/hillary-clinton-police-shootings-228484?cmpid=sf,1,222
https://www.politico.com/story/2016/09/hillary-clinton-philippe-reines-presidential-debate-prep-228624?cmpid=sf,1,223
https://www.politico.com/story/2016/09/hillary-clinton-janet-yellen-federal-reserve-228491?cmpid=sf,1,224
https://www.politico.com/story/2016/09/hillary-clinton-emails-fbi-228607?cmpid=sf,1,225
https://www.politico.com/story/2016/09/hillary-clinton-emails-fbi-228607?cmpid=sf,1,226
https://www.politico.com/story/2016/09/hillary-clinton-donald-trump-nbc-wsj-poll-228490?cmpid=sf,1,227
https://www.politico.com/story/2016/09/hillary-clinton-donald-trump-debate-228640?cmpid=sf,1,228
https://www.politico.com/story/2016/09/hillary-clinton-donald-trump-50-days-228339?cmpid=sf,1,229
https://www.politico.com/story/2016/09/hillary-clinton-democrats-debate-228760?cmpid=sf,1,230
https://www.politico.com/story/2016/09/hillary-clinton-democrats-debate-228760?cmpid=sf,1,231
https://www.politico.com/story/2016/09/hillary-clinton-debate-prep-228558?cmpid=sf,1,232
https://www.politico.com/story/2016/09/hillary-clinton-charlotte-visit-228595?cmpid=sf,1,233
https://www.politico.com/story/2016/09/harry-reid-trump-swindler-228406?cmpid=sf,1,234
https://www.politico.com/story/2016/09/harry-reid-donald-trump-racist-228692?cmpid=sf,1,235
https://www.politico.com/story/2016/09/gop-senators-trade-228403?cmpid=sf,1,236
https://www.politico.com/story/2016/09/glenn-beck-ted-cruz-endorsement-228682?cmpid=sf,1,237
https://www.politico.com/story/2016/09/giuliani-trump-debates-228756?cmpid=sf,1,238
https://www.politico.com/story/2016/09/giuliani-lester-holt-fact-checking-228773?cmpid=sf,1,239
https://www.politico.com/story/2016/09/giuliani-clinton-too-stupid-228789?cmpid=sf,1,240
https://www.politico.com/story/2016/09/george-soros-refugee-wsj-228396?cmpid=sf,1,241
https://www.politico.com/story/2016/09/gary-johnson-libertarian-228634?cmpid=sf,1,242
https://www.politico.com/story/2016/09/fox-news-poll-donald-trump-hillary-clinton-228498?cmpid=sf,1,243
https://www.politico.com/story/2016/09/forrest-lucas-trump-interior-secretary-228364?cmpid=sf,1,244
https://www.politico.com/story/2016/09/for-profit-colleges-accreditor-terminated-recognition-228541?cmpid=sf,1,245
https://www.politico.com/story/2016/09/exclusive-george-hw-bush-to-vote-for-hillary-228395?cmpid=sf,0,246
https://www.politico.com/story/2016/09/everything-you-need-to-know-about-first-trump-clinton-debate-228417?cmpid=sf,1,247
https://www.politico.com/story/2016/09/everything-you-need-to-know-about-first-trump-clinton-debate-228417?cmpid=sf,1,248
https://www.politico.com/story/2016/09/everything-you-need-to-know-about-first-trump-clinton-debate-228417?cmpid=sf,1,249
https://www.politico.com/story/2016/09/evan-bayh-indiana-young-senate-228816?cmpid=sf,1,250
https://www.politico.com/story/2016/09/eric-ueland-donald-trump-transition-228545?cmpid=sf,1,251
https://www.politico.com/story/2016/09/eric-trump-father-millennials-228582?cmpid=sf,1,252
https://www.politico.com/story/2016/09/elizabeth-warren-wells-fargo-ceo-228414?cmpid=sf,1,253
https://www.politico.com/story/2016/09/egypt-president-sisi-trump-228451?cmpid=sf,1,254
https://www.politico.com/story/2016/09/education-department-federal-recognition-for-profit-college-accreditor-228555?cmpid=sf,1,255
https://www.politico.com/story/2016/09/early-voting-states-228435?cmpid=sf,1,256
https://www.politico.com/story/2016/09/donald-trumps-english-only-campaign-228559?cmpid=sf,1,257
https://www.politico.com/story/2016/09/donald-trump-tulsa-police-union-228497?cmpid=sf,1,258
https://www.politico.com/story/2016/09/donald-trump-trade-proposal-destructive-study-228368?cmpid=sf,1,259
https://www.politico.com/story/2016/09/donald-trump-ted-cruz-obama-internet-plan-228489?cmpid=sf,1,260
https://www.politico.com/story/2016/09/donald-trump-suburbs-battleground-states-228313?cmpid=sf,1,261
https://www.politico.com/story/2016/09/donald-trump-stop-and-frisk-228486?cmpid=sf,1,262
https://www.politico.com/story/2016/09/donald-trump-secret-service-campaign-travel-payments-228553?cmpid=sf,1,263
https://www.politico.com/story/2016/09/donald-trump-secret-service-campaign-travel-payments-228553?cmpid=sf,1,264
https://www.politico.com/story/2016/09/donald-trump-post-debate-fundraising-228805?cmpid=sf,1,265
https://www.politico.com/story/2016/09/donald-trump-other-peoples-money-228434?cmpid=sf,1,266
https://www.politico.com/story/2016/09/donald-trump-obama-birtherism-campaign-228502?cmpid=sf,1,267
https://www.politico.com/story/2016/09/donald-trump-north-carolina-gop-228550?cmpid=sf,1,268
https://www.politico.com/story/2016/09/donald-trump-north-carolina-228441?cmpid=sf,1,269
https://www.politico.com/story/2016/09/donald-trump-microphone-debate-228754?cmpid=sf,1,270
https://www.politico.com/story/2016/09/donald-trump-microphone-debate-228754?cmpid=sf,1,271
https://www.politico.com/story/2016/09/donald-trump-jr-skittles-explains-228532?cmpid=sf,1,272
https://www.politico.com/story/2016/09/donald-trump-jr-pac-fundraiser-228612?cmpid=sf,1,273
https://www.politico.com/story/2016/09/donald-trump-israel-228394?cmpid=sf,1,274
https://www.politico.com/story/2016/09/donald-trump-hillary-clinton-trust-lies-228605?cmpid=sf,1,275
https://www.politico.com/story/2016/09/donald-trump-hillary-clinton-isis-228749?cmpid=sf,1,276
https://www.politico.com/story/2016/09/donald-trump-hillary-clinton-debate-228763?cmpid=sf,1,277
https://www.politico.com/story/2016/09/donald-trump-hillary-clinton-debate-228755?cmpid=sf,1,278
https://www.politico.com/story/2016/09/donald-trump-egypt-228393?cmpid=sf,1,279
https://www.politico.com/story/2016/09/donald-trump-economics-debate-228753?cmpid=sf,1,280
https://www.politico.com/story/2016/09/donald-trump-divorce-files-nyt-228546?cmpid=sf,1,281
https://www.politico.com/story/2016/09/donald-trump-campaign-self-fund-228801?cmpid=sf,1,282
https://www.politico.com/story/2016/09/donald-trump-business-campaign-trail-228500?cmpid=sf,1,283
